iter	Logloss
718	0.04947542731
719	0.04937036512
720	0.04922943911
721	0.04914297554
722	0.04907395969
723	0.04900432588
724	0.04890578971
725	0.04885747067
726	0.04878745705
727	0.04875278702
728	0.04868805124
729	0.04865448138
730	0.04861139304
731	0.04851219697
732	0.04844811603
733	0.04838079397
734	0.04824382747
735	0.04815732507
736	0.04808952719
737	0.04795156737
738	0.04791974624
739	0.0478179521
740	0.04771525275
741	0.04765658591
742	0.04762569199
743	0.04752734686
744	0.04746446495
745	0.047418463
746	0.04733874494
747	0.04730435611
748	0.04725823514
749	0.047176021
750	0.04711439818
751	0.04702756416
752	0.04696464759
753	0.04687258604
754	0.04680351444
755	0.04670134954
756	0.04663977784
757	0.04654331766
758	0.04650586775
759	0.04641756428
760	0.04637042802
761	0.04629373616
762	0.04623075583
763	0.04614593606
764	0.04607116255
765	0.04599413391
766	0.04590590258
767	0.04584438465
768	0.04579129121
769	0.04571808133
770	0.04561702581
771	0.0455342315
772	0.04550691394
773	0.04544200505
774	0.04535497885
775	0.04527090475
776	0.04519833882
777	0.04517176901
778	0.04507897451
779	0.04502019407
780	0.04494722129
781	0.04487047703
782	0.04484460503
783	0.04478441947
784	0.04470996733
785	0.04463150999
786	0.04455005335
787	0.04448242857
788	0.04440449814
789	0.04434438574
790	0.04428870613
791	0.04423395156
792	0.04420081625
793	0.04417072455
794	0.04409525502
795	0.04400456807
796	0.0439181572
797	0.04383016995
798	0.0437829266
799	0.04368938117
800	0.04363300602
801	0.0436087214
802	0.04355892559
803	0.04349622087
804	0.04343971937
805	0.04332913391
806	0.04328629817
807	0.04321858316
808	0.04313978693
809	0.04311177331
810	0.04305109337
811	0.04297117319
812	0.0429501547
813	0.04287403369
814	0.04281955029
815	0.04279362599
816	0.04275264259
817	0.04270014029
818	0.04268004837
819	0.04261155527
820	0.0425497504
821	0.04252274279
822	0.0424688167
823	0.04240024312
824	0.042360098
825	0.0423023899
826	0.04223178366
827	0.04217337551
828	0.04210443833
829	0.04204762668
830	0.0419871358
831	0.04192869832
832	0.04188592562
833	0.04185346101
834	0.04181446404
835	0.04176066709
836	0.04166588195
837	0.04158504446
838	0.041510095
839	0.04145067485
840	0.04140518245
841	0.04135072199
842	0.04128712359
843	0.0412192536
844	0.04119619443
845	0.04114872349
846	0.04111034855
847	0.04106074396
848	0.04101430396
849	0.04095811919
850	0.04089514707
851	0.04083730782
852	0.04072563525
853	0.04068793827
854	0.04063606631
855	0.04058838274
856	0.04056481368
857	0.04049201034
858	0.04044169379
859	0.04042292662
860	0.04037299756
861	0.04034745711
862	0.04029285764
863	0.04022673611
864	0.04016834646
865	0.04013324466
866	0.04008402956
867	0.04006342541
868	0.04002719354
869	0.03992928542
870	0.0398783597
871	0.03982371424
872	0.03978646739
873	0.03976630297
874	0.03973107311
875	0.03968168733
876	0.03963833067
877	0.03959355345
878	0.03951979472
879	0.03946377355
880	0.03942334637
881	0.03937574245
882	0.03929568077
883	0.03924308558
884	0.03918817264
885	0.03913476835
886	0.03908477199
887	0.03904441605
888	0.03902694726
889	0.03899453039
890	0.03895908068
891	0.03890504554
892	0.03888733593
893	0.03883856684
894	0.03879707704
895	0.03873184942
896	0.03871543405
897	0.03865987571
898	0.03863747438
899	0.03858601404
900	0.03852961651
901	0.03845785187
902	0.03838781767
903	0.03833822265
904	0.03830396508
905	0.03828565706
906	0.03822976986
907	0.03816197434
908	0.03812340494
909	0.03808990833
910	0.03806660719
911	0.03802017412
912	0.03798088016
913	0.03791398647
914	0.03786471253
915	0.03781926857
916	0.0377735757
917	0.03775527561
918	0.03770990628
919	0.03767345126
920	0.03762044686
921	0.0375593461
922	0.03749398142
923	0.03744619143
924	0.03740129104
925	0.03735721878
926	0.03731996101
927	0.03726851062
928	0.03721217655
929	0.0371811014
930	0.03714024479
931	0.03708346083
932	0.0370235751
933	0.03698383198
934	0.03693747394
935	0.03689590821
936	0.0368568316
937	0.03682415409
938	0.03678166121
939	0.03674542101
940	0.03669572141
941	0.03666368779
942	0.0365945148
943	0.03655921788
944	0.03653260634
945	0.03648478607
946	0.03644125013
947	0.03639645385
948	0.03636969757
949	0.03635942624
950	0.03632492219
951	0.03630976384
952	0.03625703607
953	0.03620428999
954	0.03618921988
955	0.03611636049
956	0.0361019422
957	0.03607284865
958	0.03605689592
959	0.036012192
960	0.03596817955
961	0.03592987242
962	0.03587449049
963	0.03584182518
964	0.03583170832
965	0.03579212878
966	0.03575052135
967	0.03573493295
968	0.03567995893
969	0.03562172019
970	0.03558356952
971	0.03554820782
972	0.03553318662
973	0.03549358888
974	0.03543786804
975	0.03539479327
976	0.03535275633
977	0.03529389732
978	0.03526145611
979	0.0352087916
980	0.03512245606
981	0.03509289527
982	0.0350656956
983	0.03500443691
984	0.03497661292
985	0.03492032889
986	0.03488357352
987	0.03484491367
988	0.03481069102
989	0.0347722489
990	0.03474016626
991	0.03470002998
992	0.03466236175
993	0.0346219944
994	0.03459506915
995	0.03454593123
996	0.03450486412
997	0.03445037173
998	0.03441018014
999	0.03438452857
