_period_id,_team_id,_player_id,Passes,Successful_passes,Unsuccessful_passes,Crosses,Successful_crosses,Unsuccessful_crosses,Long_passes,Long_passes_won,Long_passes_lost,Aerial,Aerial_won,Aerial_lost,Ground_duels,Ground_duels_won,Ground_duels_lost,Free_kicks,Fouls,Corners,Corners_successful,Corners_unsuccessful,Interceptions,Tackles_won_with_possession,Tackles_won_without_possession,Tackle_lost_Challenge,Saves,Outfielder_saves,Cross_claim_(gk),Clearance_won,Clearance_lost,Headed_clearance_won,Headed_clearance_lost,Shots,Shots_on_target,Shots_off_target,Goals,Goals_from_open_play,Goals_from_set_play,Goals_from_penalty,Own_goals,Successful_take_on_dribble,Unsuccessful_take_on_dribble,Penalty_conceeded,Yellow_card,Red_card,Total_touches,Turnovers,Ball_recoveries,Pass_direction,PlayerType
1,6242,14772,8,5,3,0,0,0,2,0,2,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,5,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18,0,5,338.0450991271857,Defender
1,6242,96373,12,5,7,1,0,1,3,0,3,0,0,0,2,1,1,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4,34.37746770784939,Midfielder
1,6242,96374,14,6,8,0,0,0,1,0,1,3,2,1,5,2,3,0,2,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,2,326.58594322456923,Midfielder
1,6242,96471,6,1,5,0,0,0,2,0,2,4,3,1,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,22.91831180523293,Defender
1,6242,96496,10,5,5,0,0,0,2,0,2,1,1,0,5,2,3,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,324.6760839074665,Midfielder
1,6242,96525,13,8,5,0,0,0,2,0,2,5,3,2,2,2,0,0,0,0,0,0,2,1,0,0,1,1,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,2,22.91831180523293,Midfielder
1,6242,96541,14,7,7,0,0,0,1,1,0,0,0,0,2,1,1,0,1,0,0,0,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,6,229.1831180523293,Defender
1,6242,96578,6,3,3,0,0,0,6,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,343.77467707849394,Goalkeeper
1,6242,104771,7,4,3,0,0,0,0,0,0,2,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,154.6986046853223,Striker
1,6242,178251,2,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,9,0,0,,Midfielder
1,6242,178419,3,1,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,292.20847551671983,Defender
1,7649,165355,32,26,6,1,0,1,0,0,0,1,1,0,3,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,40,0,4,143.2394487827058,Midfielder
1,7649,165357,32,31,1,1,0,1,0,0,0,5,0,5,4,2,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,39,0,0,219.63382146681556,Midfielder
1,7649,165358,43,37,6,0,0,0,2,1,1,2,2,0,3,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,5,252.10142985756227,Midfielder
1,7649,165361,42,36,6,0,0,0,7,5,2,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51,0,3,188.12114273462032,Defender
1,7649,165363,53,41,12,0,0,0,6,2,4,2,2,0,2,0,2,2,2,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68,0,7,197.4100039587109,Defender
1,7649,165364,27,24,3,0,0,0,2,1,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,2,183.34649444186343,Striker
1,7649,165365,46,43,3,1,0,1,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,3,215.57537041797224,Striker
1,7649,209834,10,7,3,0,0,0,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,74.48451336700703,Goalkeeper
1,7649,209845,54,45,9,1,0,1,4,2,2,1,0,1,4,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,59,0,3,151.83381570966816,Midfielder
1,7649,242633,22,17,5,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,198.24339711526483,Midfielder
1,7649,242634,43,38,5,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,3,230.74573022086784,Defender
2,6242,14772,11,4,7,0,0,0,3,1,2,7,6,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,,Defender
2,6242,96373,13,10,3,1,0,1,0,0,0,0,0,0,3,1,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,137.50987083139756,Midfielder
2,6242,96374,9,4,5,0,0,0,0,0,0,1,1,0,3,1,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,211.9943841984046,Midfielder
