_period_id,_team_id,_player_id,Passes,Successful_passes,Unsuccessful_passes,Crosses,Successful_crosses,Unsuccessful_crosses,Long_passes,Long_passes_won,Long_passes_lost,Aerial,Aerial_won,Aerial_lost,Ground_duels,Ground_duels_won,Ground_duels_lost,Free_kicks,Fouls,Corners,Corners_successful,Corners_unsuccessful,Interceptions,Tackles_won_with_possession,Tackles_won_without_possession,Tackle_lost_Challenge,Saves,Outfielder_saves,Cross_claim_(gk),Clearance_won,Clearance_lost,Headed_clearance_won,Headed_clearance_lost,Shots,Shots_on_target,Shots_off_target,Goals,Goals_from_open_play,Goals_from_set_play,Goals_from_penalty,Own_goals,Successful_take_on_dribble,Unsuccessful_take_on_dribble,Penalty_conceeded,Yellow_card,Red_card,Total_touches,Turnovers,Ball_recoveries,Pass_direction,PlayerType
1,6340,99039,7,5,2,0,0,0,3,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,303.6676314193363,Goalkeeper
1,6340,99047,19,12,7,2,0,2,4,1,3,2,1,1,2,1,1,2,1,0,0,0,1,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,3,173.31973302707402,Defender
1,6340,99056,16,12,4,0,0,0,3,2,1,1,1,0,2,1,1,3,0,2,0,2,1,1,0,1,1,1,0,1,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,28,0,4,277.3115728433185,Midfielder
1,6340,99062,16,11,5,1,0,1,1,0,1,2,2,0,4,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,161.57409822689215,Midfielder
1,6340,111973,13,9,4,2,0,2,1,0,1,1,1,0,7,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,23,0,7,238.73241463784302,Midfielder
1,6340,165204,25,17,8,0,0,0,12,7,5,1,0,1,5,1,4,2,3,0,0,0,1,1,0,1,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,0,2,203.08170738525845,Defender
1,6340,179681,14,8,6,1,0,1,1,0,1,0,0,0,5,4,1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,2,295.073264492374,Midfielder
1,6340,196832,19,17,2,0,0,0,4,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,148.96902673401405,Defender
1,6340,196834,13,10,3,0,0,0,1,1,0,1,0,1,5,2,3,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,2,110.00789666511805,Defender
1,6340,196836,8,5,3,0,0,0,1,0,1,4,1,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,358.09862195676453,Striker
