iter	Logloss
0	0.6812463455
1	0.670004162
2	0.6599955208
3	0.6486315617
4	0.6390692355
5	0.6299146583
6	0.6200039069
7	0.6121251687
8	0.6024633336
9	0.5946388416
10	0.5868109394
11	0.5793203385
12	0.5743931844
13	0.5673959117
14	0.5598215292
15	0.5525997851
16	0.5453002778
17	0.5389906705
18	0.5328786964
19	0.5261554413
20	0.520606068
21	0.5156039588
22	0.509858758
23	0.5058966903
24	0.500424346
25	0.495291181
26	0.4908287722
27	0.4873068489
28	0.483886983
29	0.4807557292
30	0.4768603745
31	0.4733300005
32	0.4702471221
33	0.4665034398
34	0.4625489812
35	0.4592189976
36	0.4553997307
37	0.4526347922
38	0.4501397561
39	0.4468899335
40	0.4431073735
41	0.4397462039
42	0.4373012285
43	0.4341374929
44	0.4311567049
45	0.4289019333
46	0.4264442507
47	0.4234398031
48	0.4208807732
49	0.4189099523
50	0.4163344648
51	0.4136214187
52	0.4105504871
53	0.4082310957
54	0.4052052472
55	0.4027206185
56	0.4002049564
57	0.3984970342
58	0.3957611487
59	0.394010102
60	0.3928142764
61	0.3911936845
62	0.3889089993
63	0.3876575173
64	0.3853019727
65	0.3833236807
66	0.3812240807
67	0.3796609911
68	0.3781268005
69	0.3765273597
70	0.3752608971
71	0.372980661
72	0.3712213245
73	0.369409277
74	0.3680084971
75	0.3670705613
76	0.365563893
77	0.3640152201
78	0.3628488598
79	0.3615676053
80	0.3600442017
81	0.3583193231
82	0.3568751154
83	0.355279404
84	0.3543110546
85	0.3531331184
86	0.3513523985
87	0.3500727561
88	0.3489615921
89	0.3477068714
90	0.3468802361
91	0.3459508717
92	0.3442723124
93	0.3430087023
94	0.3419108846
95	0.3411776727
96	0.3399250463
97	0.339125268
98	0.3382183816
99	0.3375166226
100	0.3366259832
101	0.3355108344
102	0.3344663683
103	0.3330785969
104	0.3323953024
105	0.3317314758
106	0.3305896989
107	0.3294783643
108	0.3285472785
109	0.3276224866
110	0.3265521617
111	0.3256543809
112	0.3249539034
113	0.3239224884
114	0.3231410804
115	0.3223131744
116	0.3214813906
117	0.3208966284
118	0.3196078892
119	0.3189561879
120	0.3179762675
121	0.3173537546
122	0.316583692
123	0.3157833149
124	0.3150864069
125	0.3144523014
126	0.3136494725
127	0.3129723705
128	0.312266891
129	0.3115688177
130	0.3106501354
131	0.3098233814
132	0.3092537499
133	0.3083482943
134	0.3075772272
135	0.3068959701
136	0.3060869091
137	0.3051264559
138	0.3044933569
139	0.3038590679
140	0.3029781509
141	0.3023813021
142	0.3018466186
143	0.3012297077
144	0.3005966418
145	0.299953779
146	0.2993630314
147	0.2985854785
148	0.2979187865
149	0.297455133
150	0.2969608254
151	0.2963642118
152	0.2956575108
153	0.2949652683
154	0.2943794345
155	0.2939525719
156	0.2932260983
157	0.2925277039
158	0.2920838901
159	0.2916618621
160	0.2910293413
161	0.2902541814
162	0.289585199
163	0.2889973194
164	0.2885395664
165	0.2878738152
166	0.287412968
167	0.2869516566
168	0.2863598905
169	0.2858492494
170	0.2854302467
171	0.2850388447
172	0.2843160271
173	0.2835590078
174	0.2830117337
175	0.2824285227
176	0.2819278423
177	0.2814564559
178	0.2809544521
179	0.2804521975
180	0.2799379462
181	0.2794042995
182	0.2788086523
183	0.2781926648
184	0.2775099394
185	0.2769246975
186	0.2765256933
187	0.2760916808
188	0.275722683
189	0.2754386456
190	0.2749528036
191	0.2746243273
192	0.274041916
193	0.2736603844
194	0.2732932326
195	0.272961182
196	0.2723036065
197	0.2718538149
198	0.271525878
199	0.2711203902
200	0.270806628
201	0.270290585
202	0.2696051792
203	0.2690769072
204	0.2685296808
205	0.2680054083
206	0.2676120337
207	0.2672792615
208	0.2668274833
209	0.2662570441
210	0.2657217545
211	0.2652946382
212	0.2646301633
213	0.2642039825
214	0.2637892679
215	0.2634255899
216	0.2629005988
217	0.2622875619
218	0.2618697976
219	0.2614937523
220	0.2613648146
221	0.2609690587
222	0.2605960506
223	0.2600129948
224	0.2594062064
225	0.2589595019
226	0.2587153485
227	0.2585718735
228	0.2580617362
229	0.2575738603
230	0.2573816801
231	0.2568792223
232	0.2565071446
233	0.2561665904
234	0.2559056507
235	0.2555877289
236	0.255324498
237	0.2548286084
238	0.2543945512
239	0.2540660073
240	0.2536077584
241	0.2533427754
242	0.2528658074
243	0.2526202907
244	0.2521173859
245	0.2514413977
246	0.2512166875
247	0.2509537561
248	0.2507072359
249	0.250354348
250	0.2499856911
251	0.2494859468
252	0.2490227782
253	0.2486916827
254	0.248335505
255	0.247869422
256	0.2475836678
257	0.2472216365
258	0.2467062512
259	0.2463742164
260	0.2460798149
261	0.2457628425
262	0.245420992
263	0.2452215064
264	0.2449387296
265	0.2447136439
266	0.2444215191
267	0.2440939911
268	0.2436684844
269	0.243483554
270	0.2431676438
271	0.2428461281
272	0.2426256739
273	0.2423205704
274	0.2418621721
275	0.241532571
276	0.2413261959
277	0.2410531831
278	0.2408337203
279	0.2403527859
280	0.240120734
281	0.2397208769
282	0.2394400129
283	0.2392373535
284	0.2389146145
285	0.2387435955
286	0.238229695
287	0.2379748293
288	0.2377030858
289	0.2373587719
290	0.2371936504
291	0.2370000201
292	0.2367156811
293	0.2364301204
294	0.236158063
295	0.2359587883
296	0.235614141
297	0.2353165505
298	0.23497528
299	0.2347710939
300	0.2344519652
301	0.2342540896
302	0.2339327048
303	0.2337935291
304	0.2335453714
305	0.2332758924
306	0.2329566422
307	0.2326676273
308	0.2323733341
309	0.2320902273
310	0.2318216294
311	0.2316714193
312	0.231414429
313	0.2311974856
314	0.231062132
315	0.230574839
316	0.2303182751
317	0.2298434795
318	0.2294570137
319	0.2290812666
320	0.2288416653
321	0.2285650509
322	0.2283314367
323	0.2280967919
324	0.2277827654
325	0.2275351796
326	0.2271192234
327	0.2267746383
328	0.2266599827
329	0.2263876361
330	0.2261359793
331	0.22591425
332	0.2257599918
333	0.2255647508
334	0.2253185452
335	0.2250065384
336	0.2247403343
337	0.2245022016
338	0.2242613404
339	0.2239526505
340	0.2234987682
341	0.2230917382
342	0.2228211234
343	0.2225951064
344	0.2223377406
345	0.2219793763
346	0.2217381224
347	0.2214281196
348	0.2210754216
349	0.2207795225
350	0.2206190882
351	0.2203732341
352	0.2199099254
353	0.2196995484
354	0.2193192028
355	0.2190244531
356	0.2186214934
357	0.2182626996
358	0.2179444708
359	0.2177480708
360	0.2174413273
361	0.2170610056
362	0.216798539
363	0.216584306
364	0.2162920564
365	0.2160433639
366	0.2159009441
367	0.215701016
368	0.2155139738
369	0.2151893647
370	0.2150649176
371	0.2147741719
372	0.2146468072
373	0.2145008897
374	0.2142547622
375	0.2140505927
376	0.2138485323
377	0.2136479016
378	0.2134269943
379	0.2132656574
380	0.2129552605
381	0.2126937231
382	0.2122833355
383	0.2121077104
384	0.2118507356
385	0.2116922471
386	0.2113903377
387	0.2111429808
388	0.210825135
389	0.210570432
390	0.2102540306
391	0.2101287125
392	0.2098707856
393	0.2094982342
394	0.2093250798
395	0.208986598
396	0.2088567927
397	0.2086999084
398	0.2085098504
399	0.2083586887
400	0.2081292272
401	0.2077888472
402	0.2076033213
403	0.2072342398
404	0.2070429985
405	0.2067159512
406	0.2065201863
407	0.2061833348
408	0.2059591229
409	0.2057068722
410	0.2053587095
411	0.2051188624
412	0.2049434661
413	0.2045309587
414	0.2043087916
415	0.2041566252
416	0.2038397751
417	0.2036048528
418	0.2033910687
419	0.2030606508
420	0.2028373234
421	0.2026452118
422	0.2025510143
423	0.2022660396
424	0.2020575788
425	0.2018576108
426	0.2016966337
427	0.2014145593
428	0.2010827069
429	0.2008836949
430	0.2007854429
431	0.2004953869
432	0.2002865219
433	0.2001110918
434	0.1999334938
435	0.1996161316
436	0.199519785
437	0.1992397943
438	0.1990728042
439	0.1989190188
440	0.1986484924
441	0.1982786806
442	0.1980680193
443	0.1978122421
444	0.1975111101
445	0.1973224578
446	0.1971246063
447	0.1970161589
448	0.1966813401
449	0.1964463204
450	0.1963039984
451	0.1960237479
452	0.1958126571
453	0.1955389869
454	0.1952244854
455	0.1950634335
456	0.1948522337
457	0.1947172347
458	0.1946118941
459	0.1944020258
460	0.1942163846
461	0.1941314307
462	0.1938263225
463	0.1935751553
464	0.1933895438
465	0.1931953977
466	0.1930208336
467	0.1927923751
468	0.1926523058
469	0.1925238733
470	0.1923167973
471	0.1920484513
472	0.1918442426
473	0.1916132277
474	0.1913038822
475	0.1911565956
476	0.1909071863
477	0.1906417222
478	0.1904566735
479	0.1901336254
480	0.1899702221
481	0.1898395896
482	0.1896603526
483	0.1895373128
484	0.1892759947
485	0.1889633094
486	0.1887977258
487	0.1883933685
488	0.1882353118
489	0.1880485979
490	0.1878318
491	0.1875246049
492	0.1871810365
493	0.1869120012
494	0.186734489
495	0.1865154325
496	0.1862274365
497	0.1859649277
498	0.1857143417
499	0.1855185825
500	0.1852694346
501	0.1849555354
