matchPeriod,Passes,Successful_passes,Unsuccessful_passes,Crosses,Successful_crosses,Unsuccessful_crosses,Long_passes,Long_passes_won,Long_passes_lost,Aerial,Aerial_won,Aerial_lost,Ground_duels,Ground_duels_won,Ground_duels_lost,Free_kicks,Fouls_received,Corners,Corners_successful,Corners_unsuccessful,Interceptions,Saves,Clearances,Shots,Shots_on_target,Shots_off_target,Goals,Goals_from_penalty,Yellow_card,Red_card,PlayerType,gender
2H,28,23,5,7,3,4,0,0,0,0,0,0,6,2,2,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,Defender,1
1H,33,29,4,3,0,3,1,1,0,0,0,0,11,9,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Forward,1
2H,16,11,5,2,0,2,0,0,0,1,1,0,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,1
1H,16,14,2,2,2,0,0,0,0,7,3,4,17,9,6,4,1,2,2,0,1,0,0,2,1,1,0,0,0,0,Midfielder,1
2H,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,22,13,9,4,0,4,2,0,2,2,1,1,12,3,2,8,1,7,5,2,1,0,0,0,0,0,0,0,1,0,Forward,1
1H,22,20,2,0,0,0,0,0,0,3,2,1,5,1,2,2,0,0,0,0,6,0,3,1,0,1,0,0,0,0,Defender,1
E1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,1
2H,30,26,4,2,0,2,3,3,0,1,0,1,20,8,8,0,3,0,0,0,2,0,0,2,0,2,0,0,0,0,MidfielderSubstitute,1
2H,17,15,2,0,0,0,0,0,0,3,3,0,13,4,6,1,0,0,0,0,1,0,1,2,0,2,0,0,0,0,Forward,1
2H,8,5,3,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,1
2H,1,1,0,0,0,0,0,0,0,3,0,3,2,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,ForwardSubstitute,1
2H,23,20,3,0,0,0,3,1,2,1,1,0,1,0,1,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,Defender,1
2H,8,6,2,0,0,0,2,0,2,3,3,0,6,4,0,1,0,0,0,0,4,0,4,1,1,0,0,0,0,0,Defender,1
2H,4,3,1,1,0,1,0,0,0,8,4,4,15,9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,1
1H,20,18,2,0,0,0,0,0,0,0,0,0,13,2,9,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,9,5,4,0,0,0,2,1,1,2,0,2,4,3,1,1,0,0,0,0,6,0,1,1,1,0,0,0,0,0,Midfielder,1
E2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,18,15,3,0,0,0,0,0,0,0,0,0,11,2,3,2,0,0,0,0,0,0,0,4,1,3,0,0,0,0,Forward,1
1H,25,23,2,1,0,1,1,1,0,1,1,0,3,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Defender,1
1H,18,15,3,0,0,0,0,0,0,0,0,0,11,5,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Midfielder,1
1H,19,15,4,0,0,0,3,1,2,6,5,1,7,2,4,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,Defender,1
2H,39,36,3,0,0,0,1,1,0,3,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,1
2H,22,17,5,2,0,2,1,0,1,1,1,0,4,1,2,3,0,0,0,0,5,0,3,0,0,0,0,0,0,0,Defender,1
2H,4,3,1,0,0,0,1,0,1,6,3,3,12,3,7,0,3,0,0,0,2,0,0,1,1,0,0,0,0,0,Forward,1
2H,19,13,6,0,0,0,3,0,3,2,2,0,9,3,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,Defender,1
2H,14,11,3,2,0,2,1,0,1,1,1,0,8,2,4,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,Midfielder,1
1H,10,7,3,2,1,1,1,0,1,1,0,1,11,5,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,8,7,1,0,0,0,0,0,0,8,3,5,8,3,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,Forward,1
1H,16,13,3,0,0,0,1,1,0,3,1,2,4,1,2,0,1,0,0,0,3,0,0,2,1,1,0,0,0,0,Midfielder,1
2H,2,2,0,0,0,0,0,0,0,0,0,0,9,3,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Midfielder,1
2H,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,1,3,0,0,0,0,0,0,1,0,Goalkeeper,1
2H,14,13,1,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,MidfielderSubstitute,1
1H,9,6,3,1,0,1,1,0,1,1,1,0,5,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Forward,1
2H,21,20,1,2,1,1,0,0,0,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Defender,1
2H,2,2,0,0,0,0,0,0,0,9,6,3,11,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,1
2H,8,6,2,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,1
1H,27,26,1,0,0,0,1,1,0,2,1,1,6,2,3,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Defender,1
2H,21,17,4,1,0,1,1,0,1,1,1,0,11,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,MidfielderSubstitute,1
1H,8,8,0,0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,21,18,3,1,0,1,2,2,0,3,1,2,10,3,6,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,Forward,1
1H,14,13,1,1,0,1,0,0,0,1,1,0,5,1,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Defender,1
2H,9,8,1,0,0,0,1,1,0,1,1,0,7,0,3,4,1,0,0,0,2,0,2,0,0,0,0,0,0,0,Defender,1
1H,20,15,5,2,1,1,3,2,1,1,0,1,11,1,9,0,1,0,0,0,4,0,1,1,1,0,1,0,0,0,Midfielder,1
2H,22,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,1
2H,16,12,4,0,0,0,1,0,1,1,0,1,11,4,5,3,1,0,0,0,4,0,4,0,0,0,0,0,1,0,Defender,1
1H,20,17,3,2,2,0,2,1,1,2,1,1,20,8,4,2,1,1,1,0,2,0,1,1,0,1,0,0,0,0,Midfielder,1
1H,12,10,2,0,0,0,0,0,0,3,3,0,9,3,3,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,Defender,1
2H,13,12,1,1,0,1,0,0,0,1,0,1,4,2,1,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,Defender,1
1H,11,10,1,0,0,0,2,1,1,4,2,2,7,2,3,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,Midfielder,1
2H,19,14,5,0,0,0,2,1,1,8,5,3,9,3,3,9,1,0,0,0,5,0,3,0,0,0,0,0,1,0,Defender,1
2H,18,15,3,0,0,0,0,0,0,1,0,1,11,2,4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Defender,1
2H,7,5,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,9,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,1
1H,15,12,3,0,0,0,4,3,1,0,0,0,3,2,1,2,2,0,0,0,4,0,1,0,0,0,0,0,2,0,Defender,1
2H,16,14,2,0,0,0,1,0,1,1,0,1,8,4,2,0,1,0,0,0,0,0,0,3,0,3,0,0,1,0,Forward,1
2H,13,9,4,2,1,1,2,1,1,0,0,0,8,0,4,3,0,0,0,0,5,0,1,0,0,0,0,0,0,0,Defender,1
2H,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,21,18,3,2,1,1,2,1,1,1,1,0,11,4,4,3,1,1,0,1,1,0,2,1,0,1,0,0,0,0,Defender,1
2H,15,15,0,1,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,41,37,4,0,0,0,5,2,3,2,1,1,7,3,2,1,0,0,0,0,4,0,2,2,1,1,0,0,0,0,Midfielder,1
1H,11,5,6,0,0,0,0,0,0,1,1,0,2,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,Defender,1
2H,19,17,2,0,0,0,4,3,1,5,2,3,4,1,2,2,2,0,0,0,3,0,2,0,0,0,0,0,0,0,Defender,1
2H,25,20,5,0,0,0,3,1,2,5,3,2,14,5,3,4,2,0,0,0,4,0,2,0,0,0,0,0,0,0,Defender,1
2H,24,20,4,1,0,1,0,0,0,1,0,1,7,2,2,12,2,0,0,0,4,0,2,1,0,1,0,0,0,0,Defender,1
2H,17,13,4,0,0,0,0,0,0,2,1,1,8,1,5,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,Forward,1
2H,11,9,2,0,0,0,2,1,1,5,4,1,7,7,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,Midfielder,1
2H,8,5,3,1,0,1,1,0,1,0,0,0,8,4,2,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,Forward,1
1H,24,22,2,0,0,0,3,2,1,4,4,0,8,4,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,Defender,1
1H,16,14,2,0,0,0,3,3,0,1,1,0,9,2,1,0,1,0,0,0,8,0,2,0,0,0,0,0,1,0,Defender,1
2H,1,1,0,0,0,0,0,0,0,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
2H,6,5,1,0,0,0,0,0,0,2,2,0,11,2,7,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,MidfielderSubstitute,1
1H,31,26,5,1,0,1,5,2,3,4,2,2,13,7,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Defender,1
1H,22,18,4,0,0,0,0,0,0,4,2,2,5,3,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,20,19,1,0,0,0,1,1,0,2,1,1,8,2,3,8,0,0,0,0,1,0,2,0,0,0,0,0,0,0,Defender,1
1H,35,33,2,0,0,0,0,0,0,3,1,2,9,3,2,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,Midfielder,1
2H,10,7,3,1,0,1,0,0,0,5,1,4,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,20,17,3,0,0,0,2,2,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,29,28,1,2,1,1,0,0,0,0,0,0,7,2,3,3,1,0,0,0,2,0,0,1,0,1,0,0,0,0,Defender,1
2H,16,14,2,0,0,0,2,1,1,2,1,1,6,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Midfielder,1
1H,19,17,2,1,0,1,0,0,0,2,2,0,7,2,5,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,Midfielder,1
1H,13,10,3,0,0,0,2,1,1,1,0,1,5,2,3,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,Defender,1
1H,7,5,2,0,0,0,0,0,0,2,2,0,4,1,3,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,Forward,1
1H,15,13,2,2,0,2,0,0,0,1,1,0,14,9,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Forward,1
2H,10,8,2,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,2,1,0,0,0,0,0,0,0,0,Goalkeeper,1
2H,21,16,5,2,0,2,3,1,2,4,2,2,11,2,3,2,3,0,0,0,2,0,0,0,0,0,0,0,1,0,Midfielder,1
2H,28,20,8,1,1,0,6,3,3,2,0,2,5,0,4,6,1,3,2,1,1,0,1,0,0,0,0,0,0,0,Midfielder,1
2H,39,32,7,1,0,1,7,7,0,6,5,1,14,6,5,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,10,8,2,1,0,1,1,0,1,1,1,0,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,29,25,4,0,0,0,3,2,1,1,0,1,12,1,6,6,0,0,0,0,5,0,2,0,0,0,0,0,0,0,Defender,1
2H,4,2,2,0,0,0,1,0,1,2,2,0,5,1,3,1,0,0,0,0,6,0,5,0,0,0,0,0,0,0,Defender,1
2H,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,44,35,9,1,0,1,7,1,6,1,1,0,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Defender,1
E2,2,2,0,0,0,0,0,0,0,3,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,1
1H,16,15,1,0,0,0,1,1,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,38,35,3,2,0,2,0,0,0,0,0,0,6,2,0,2,0,1,1,0,0,0,0,2,1,1,0,0,0,0,Midfielder,1
1H,32,32,0,0,0,0,1,1,0,4,3,1,9,4,3,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,Midfielder,1
1H,6,5,1,1,0,1,0,0,0,5,3,2,18,5,8,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,Forward,1
2H,10,9,1,0,0,0,0,0,0,1,0,1,2,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
2H,4,3,1,0,0,0,0,0,0,3,3,0,5,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Forward,1
2H,10,6,4,0,0,0,0,0,0,1,1,0,9,2,5,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Defender,1
2H,23,21,2,0,0,0,1,0,1,0,0,0,4,1,2,1,2,0,0,0,1,0,0,1,0,1,0,0,1,0,Midfielder,1
1H,38,35,3,0,0,0,4,2,2,2,1,1,7,1,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Midfielder,1
E2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Goalkeeper,1
2H,8,7,1,0,0,0,1,1,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,6,5,1,0,0,0,0,0,0,1,0,1,11,2,6,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,Midfielder,1
1H,12,10,2,0,0,0,1,0,1,2,1,1,3,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
E2,3,3,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,1
2H,26,24,2,0,0,0,1,0,1,1,1,0,6,1,4,1,0,0,0,0,5,0,3,0,0,0,0,0,0,0,Midfielder,1
E2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,10,7,3,0,0,0,0,0,0,2,2,0,5,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Forward,1
2H,11,11,0,0,0,0,0,0,0,0,0,0,8,2,4,0,0,0,0,0,5,0,0,3,1,2,0,0,0,0,Midfielder,1
1H,17,16,1,1,0,1,0,0,0,0,0,0,6,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,20,16,4,1,1,0,0,0,0,2,1,1,8,3,4,0,1,0,0,0,2,0,0,1,1,0,0,0,1,0,Midfielder,1
2H,15,14,1,0,0,0,1,0,1,4,3,1,0,0,0,1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,Defender,1
2H,37,37,0,0,0,0,5,5,0,5,5,0,6,4,2,1,0,0,0,0,1,0,0,2,0,2,0,0,0,0,Defender,1
1H,16,15,1,0,0,0,5,4,1,2,1,1,2,0,1,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,Defender,1
1H,24,20,4,2,1,1,0,0,0,1,0,1,15,5,6,1,2,0,0,0,3,0,0,3,1,2,0,0,0,0,Midfielder,1
1H,15,13,2,0,0,0,0,0,0,1,0,1,7,2,1,4,0,2,1,1,1,0,1,0,0,0,0,0,0,0,Forward,1
2H,15,14,1,1,1,0,1,1,0,1,1,0,7,3,3,3,2,3,3,0,2,0,0,0,0,0,0,0,1,0,Midfielder,1
2H,10,8,2,3,3,0,2,1,1,0,0,0,5,0,4,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,Defender,1
2H,38,35,3,1,0,1,0,0,0,0,0,0,9,4,4,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,Midfielder,1
1H,8,6,2,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Goalkeeper,1
2H,12,7,5,1,0,1,0,0,0,5,4,1,6,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Forward,1
2H,15,12,3,1,0,1,2,0,2,2,1,1,4,0,1,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,Defender,1
2H,19,19,0,0,0,0,2,2,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,1
2H,3,0,3,0,0,0,0,0,0,4,2,2,13,4,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
1H,54,52,2,0,0,0,3,2,1,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,1
1H,20,16,4,2,0,2,0,0,0,0,0,0,12,9,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Forward,1
1H,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Goalkeeper,1
1H,37,34,3,0,0,0,4,1,3,8,7,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Defender,1
2H,22,18,4,2,0,2,1,1,0,1,0,1,11,2,8,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,Midfielder,1
2H,30,26,4,2,1,1,2,1,1,0,0,0,3,1,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,17,15,2,2,1,1,1,1,0,2,1,1,13,5,4,3,0,2,0,2,0,0,0,1,1,0,0,0,0,0,Midfielder,1
2H,14,12,2,1,0,1,2,2,0,0,0,0,15,1,11,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,ForwardSubstitute,1
1H,53,48,5,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Defender,1
1H,20,16,4,1,0,1,2,1,1,0,0,0,3,3,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,Defender,1
1H,24,21,3,0,0,0,1,0,1,5,3,2,5,1,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Defender,1
1H,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,8,4,4,3,1,2,0,0,0,0,0,0,9,5,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,1
E2,0,0,0,0,0,0,0,0,0,1,1,0,4,0,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Defender,1
2H,17,14,3,2,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,ForwardSubstitute,1
2H,9,8,1,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,33,32,1,0,0,0,1,1,0,4,4,0,4,1,2,0,1,0,0,0,8,0,5,1,1,0,1,0,1,0,Defender,1
2H,24,21,3,0,0,0,1,1,0,9,4,5,7,1,3,9,1,0,0,0,4,0,2,0,0,0,0,0,1,0,Defender,1
1H,25,22,3,0,0,0,0,0,0,1,1,0,10,8,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,Midfielder,1
1H,30,27,3,0,0,0,3,0,3,6,4,2,2,0,2,2,2,0,0,0,4,0,0,0,0,0,0,0,1,0,Defender,1
2H,8,6,2,0,0,0,0,0,0,11,9,2,6,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Forward,1
1H,44,42,2,0,0,0,4,4,0,4,3,1,11,5,4,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,Midfielder,1
E1,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,1
1H,20,17,3,3,1,2,2,2,0,2,1,1,19,9,4,1,1,1,1,0,0,0,0,2,0,2,0,0,0,0,Midfielder,1
2H,17,15,2,0,0,0,3,2,1,2,1,1,3,0,3,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,Defender,1
1H,8,3,5,1,0,1,0,0,0,9,3,6,5,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Forward,1
1H,18,15,3,1,0,1,0,0,0,1,1,0,6,4,1,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,Midfielder,1
2H,16,14,2,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,Midfielder,1
2H,13,11,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,1
2H,13,10,3,0,0,0,0,0,0,0,0,0,12,4,4,1,0,1,0,1,2,0,0,2,0,2,0,0,0,0,Midfielder,1
1H,56,54,2,0,0,0,2,2,0,1,1,0,9,2,5,1,3,0,0,0,3,0,0,1,1,0,1,0,0,0,Midfielder,1
2H,4,4,0,0,0,0,0,0,0,0,0,0,9,3,6,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,Forward,1
1H,41,37,4,1,1,0,1,1,0,1,0,1,6,4,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Midfielder,1
1H,23,21,2,1,0,1,2,2,0,2,0,2,8,3,2,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,Midfielder,1
1H,46,43,3,0,0,0,1,1,0,5,2,3,11,3,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Defender,1
2H,20,14,6,1,1,0,2,0,2,0,0,0,4,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,12,10,2,0,0,0,1,0,1,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,1
2H,35,31,4,1,0,1,1,1,0,1,1,0,3,2,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Defender,1
1H,9,9,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Goalkeeper,1
2H,23,21,2,2,2,0,1,1,0,1,0,1,12,3,3,3,1,1,0,1,3,0,0,2,0,2,0,0,0,0,Midfielder,1
1H,15,13,2,1,0,1,1,1,0,5,3,2,6,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,11,10,1,0,0,0,2,1,1,0,0,0,4,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,1
2H,9,9,0,0,0,0,1,1,0,1,1,0,5,1,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,Defender,1
2H,20,18,2,1,0,1,0,0,0,0,0,0,14,4,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,Forward,1
E1,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,22,16,6,4,0,4,2,0,2,0,0,0,5,3,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,Defender,1
2H,22,20,2,0,0,0,0,0,0,0,0,0,6,3,3,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,Defender,1
2H,13,10,3,2,1,1,0,0,0,3,3,0,9,4,5,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Defender,1
1H,10,9,1,0,0,0,0,0,0,1,0,1,2,0,2,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,Midfielder,1
2H,6,6,0,0,0,0,0,0,0,3,2,1,6,1,5,2,0,0,0,0,1,0,0,6,2,4,2,0,0,0,Forward,1
1H,28,22,6,0,0,0,5,1,4,1,0,1,5,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,2,2,0,0,0,0,0,0,0,4,3,1,6,3,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,ForwardSubstitute,1
2H,9,6,3,0,0,0,1,1,0,6,1,5,7,1,3,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,Forward,1
2H,22,20,2,0,0,0,0,0,0,4,2,2,17,7,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,Midfielder,1
1H,6,5,1,0,0,0,0,0,0,0,0,0,7,3,3,1,0,0,0,0,2,0,2,1,0,1,0,1,0,0,Forward,1
1H,18,16,2,0,0,0,0,0,0,1,1,0,9,3,5,6,1,0,0,0,1,0,3,0,0,0,0,0,1,0,Defender,1
1H,35,31,4,1,0,1,2,1,1,1,0,1,5,3,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Defender,1
1H,18,16,2,0,0,0,1,1,0,0,0,0,11,6,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,Forward,1
1H,24,19,5,0,0,0,2,1,1,4,3,1,4,1,1,0,0,0,0,0,4,0,3,1,0,1,0,0,0,0,Defender,1
1H,43,41,2,0,0,0,1,0,1,2,1,1,3,0,3,1,2,0,0,0,3,0,2,0,0,0,0,0,0,0,Defender,1
2H,27,23,4,0,0,0,1,1,0,7,4,3,6,0,1,7,1,0,0,0,2,0,1,0,0,0,0,0,0,0,Defender,1
2H,14,11,3,1,0,1,5,3,2,1,1,0,3,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Defender,1
1H,6,3,3,0,0,0,1,1,0,3,2,1,7,1,4,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,Defender,1
1H,11,10,1,0,0,0,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,9,9,0,0,0,0,0,0,0,3,1,2,11,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,1
2H,22,18,4,2,0,2,1,1,0,1,0,1,12,3,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,1
