matchId,matchPeriod,teamId,playerId,Passes,Successful_passes,Unsuccessful_passes,Crosses,Successful_crosses,Unsuccessful_crosses,Long_passes,Long_passes_won,Long_passes_lost,Aerial,Aerial_won,Aerial_lost,Ground_duels,Ground_duels_won,Ground_duels_lost,Free_kicks,Fouls,Corners,Corners_successful,Corners_unsuccessful,Interceptions,Saves,Clearances,Shots,Shots_on_target,Shots_off_target,Goals,Goals_from_set_play,Goals_from_penalty,Own_goals,Yellow_card,Red_card,Total_touches,PlayerType,PlayerName,MatchLabel
1694427,1H,10962,9620,11,9,2,0,0,0,1,1,0,0,0,0,10,2,4,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,Midfielder,CorryEvans,"Wales - Northern Ireland, 1 - 0"
1694393,2H,8731,49982,13,11,2,0,0,0,0,0,0,0,0,0,7,4,2,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,16,Midfielder,AmirAbrashi,"France - Albania, 2 - 0"
1694413,1H,11555,7882,13,7,6,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,Goalkeeper,Petr\u010cech,"Czech Republic - Turkey, 0 - 2"
1694431,1H,10451,76201,20,18,2,0,0,0,1,1,0,1,0,1,13,4,8,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,Defender,\u00c1d\u00e1mLang,"Hungary - Belgium, 0 - 4"
1694420,2H,10451,102382,10,7,3,1,0,0,0,0,0,2,0,2,5,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,ForwardSubstitute,Tam\u00e1s Priskin,"Austria - Hungary, 0 - 2"
1694421,2H,7839,56183,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MidfielderSubstitute,The\u00f3d\u00f3r ElmarBjarnason,"Portugal - Iceland, 1 - 1"
1694408,2H,9598,135810,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ForwardSubstitute,MarkoPjaca,"Turkey - Croatia, 0 - 1"
1694438,2H,10682,77546,32,29,3,0,0,0,3,3,0,1,1,0,5,1,3,1,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0,34,Defender,AshleyWilliams,"Portugal - Wales, 2 - 0"
1694391,2H,8731,50849,16,13,3,0,0,0,6,4,2,0,0,0,1,0,1,10,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,17,Goalkeeper,EtritBerisha,"Albania - Switzerland, 0 - 1"
1694394,1H,4418,7855,11,6,5,0,0,0,0,0,0,1,1,0,11,8,1,0,0,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0,13,Defender,LaurentKoscielny,"Switzerland - France, 0 - 0"
1694408,2H,9598,14812,16,10,6,4,1,1,0,0,0,0,0,0,10,7,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,18,Midfielder,IvanPeri\u0161i\u0107,"Turkey - Croatia, 0 - 1"
1694427,2H,10682,136441,14,12,2,0,0,0,3,1,2,6,4,2,4,0,1,1,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,20,Defender,BenDavies,"Wales - Northern Ireland, 1 - 0"
1694398,1H,14496,3813,11,6,5,1,0,0,0,0,0,0,0,0,17,5,6,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,11,Forward,Vladim\u00edrWeiss,"Russia - Slovakia, 1 - 2"
1694434,1H,13869,14804,17,12,5,1,0,0,1,1,0,0,0,0,18,5,7,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,21,Midfielder,JakubB\u0142aszczykowski,"Poland - Portugal, 1 - 1 (P)"
1694440,E2,9905,3305,1,1,0,0,0,0,1,1,0,3,3,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,Defender,Kl\u00e9perLaveran Lima Ferreira,"Portugal - France, 1 - 0 (E)"
1694403,1H,14622,105331,14,5,9,3,0,0,1,0,1,1,0,1,6,3,1,2,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,16,Defender,VyacheslavShevchuk,"Germany - Ukraine, 2 - 0"
1694390,1H,4418,31528,42,39,3,0,0,0,2,2,0,2,0,2,10,5,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,46,Midfielder,N'GoloKant\u00e9,"France - Romania, 2 - 1"
1694426,E2,6697,282772,1,1,0,0,0,0,0,0,0,4,4,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,ForwardSubstitute,Breel-DonaldEmbolo,"Switzerland - Poland, 1 - 1 (P)"
1694395,1H,8731,50318,11,8,3,2,0,0,0,0,0,3,1,2,8,4,4,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,13,Defender,ErmirLenjani,"Romania - Albania, 0 - 1"
1694401,1H,14358,101581,32,32,0,0,0,0,2,2,0,3,2,1,10,2,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,33,Defender,VasiliBerezutski,"Russia - Wales, 0 - 3"
1694406,2H,14622,241564,18,12,6,0,0,0,1,1,0,2,1,1,5,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,19,Midfielder,OleksandrZinchenko,"Ukraine - Poland, 0 - 1"
1694417,1H,8274,8240,9,6,3,0,0,0,3,2,1,1,0,1,9,2,6,6,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,13,Defender,S\u00e9amusColeman,"Belgium - Republic of Ireland, 3 - 0"
1694431,2H,10451,33082,18,15,3,1,0,0,0,0,0,0,0,0,5,1,3,0,2,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,19,MidfielderSubstitute,\u00c1kosElek,"Hungary - Belgium, 0 - 4"
1694433,1H,7839,77558,18,10,8,1,0,0,2,0,2,0,0,0,9,3,6,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,20,Midfielder,Gylfi \u00de\u00f3rSigur\u00f0sson,"England - Iceland, 1 - 2"
1694436,E2,3148,18669,8,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Defender,JonasHector,"Germany - Italy, 1 - 1 (P)"
1694393,1H,4418,7915,23,20,3,2,1,1,1,0,1,11,9,2,9,2,3,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,Defender,PatriceEvra,"France - Albania, 2 - 0"
1694400,1H,2413,7964,36,30,6,4,0,0,3,2,1,1,0,1,4,2,2,5,1,3,3,0,2,0,0,2,0,2,0,0,0,0,0,0,37,Midfielder,Jordan BrianHenderson,"Slovakia - England, 0 - 0"
1694392,1H,6697,49876,53,46,7,0,0,0,8,4,4,4,3,1,6,5,0,0,1,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,53,Midfielder,GranitXhaka,"Romania - Switzerland, 1 - 1"
1694403,2H,14622,105320,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,11,Goalkeeper,AndriyPyatov,"Germany - Ukraine, 2 - 0"
1694438,2H,10682,8425,8,8,0,0,0,0,0,0,0,0,0,0,2,1,1,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,Goalkeeper,Wayne Hennessey,"Portugal - Wales, 2 - 0"
1694390,1H,11944,84536,19,17,2,0,0,0,5,4,1,1,0,1,2,1,0,1,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,23,Defender,Drago\u0219Grigore,"France - Romania, 2 - 1"
1694412,1H,1598,3269,34,30,4,0,0,0,1,1,0,1,1,0,7,4,2,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,37,Defender,JordiAlba Ramos,"Croatia - Spain, 2 - 1"
1694393,2H,8731,92334,24,21,3,0,0,0,4,2,2,2,1,1,6,2,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,26,Defender,AnsiAgolli,"France - Albania, 2 - 0"
1694436,P,3757,21385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ForwardSubstitute,LorenzoInsigne,"Germany - Italy, 1 - 1 (P)"
1694433,2H,2413,11066,3,1,2,0,0,0,1,0,1,1,1,0,6,2,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,Forward,Raheem ShaquilleSterling,"England - Iceland, 1 - 2"
1694436,E1,3148,18669,5,5,0,0,0,0,1,1,0,0,0,0,2,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,Defender,JonasHector,"Germany - Italy, 1 - 1 (P)"
1694425,1H,9109,65596,23,18,5,3,1,1,1,1,0,0,0,0,6,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,Midfielder,MarcelSabitzer,"Iceland - Austria, 2 - 1"
1694409,1H,11555,15094,15,13,2,0,0,0,1,0,1,1,0,1,6,2,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,17,Defender,RomanHubn\u00edk,"Spain - Czech Republic, 1 - 0"
1694405,2H,3148,14732,10,10,0,0,0,0,0,0,0,2,1,1,15,2,9,2,2,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,14,Forward,ThomasM\u00fcller,"Germany - Poland, 0 - 0"
1694412,1H,9598,105332,15,14,1,2,2,2,2,1,1,1,1,0,10,7,2,6,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,17,Defender,DarijoSrna,"Croatia - Spain, 2 - 1"
1694414,1H,8274,8752,5,2,3,1,0,0,0,0,0,4,3,1,6,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Forward,Jonathan Walters,"Republic of Ireland - Sweden, 1 - 1"
1694412,1H,9598,14771,17,14,3,0,0,0,1,0,1,5,3,2,2,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,20,Defender,Vedran\u0106orluka,"Croatia - Spain, 2 - 1"
1694423,2H,9905,37762,34,31,3,0,0,0,3,1,2,3,2,1,5,2,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,Midfielder,WilliamSilva de Carvalho,"Portugal - Austria, 0 - 0"
1694414,2H,8274,8752,1,1,0,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Forward,Jonathan Walters,"Republic of Ireland - Sweden, 1 - 1"
1694434,P,13869,14817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Forward,RobertLewandowski,"Poland - Portugal, 1 - 1 (P)"
1694411,2H,4687,3320,44,41,3,0,0,0,3,1,2,2,1,1,13,3,9,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,47,MidfielderSubstitute,Nuri\u015eahin,"Spain - Turkey, 3 - 0"
1694413,1H,11555,54375,20,18,2,4,2,2,1,1,0,1,0,1,10,3,4,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,23,Midfielder,Bo\u0159ekDo\u010dkal,"Czech Republic - Turkey, 0 - 2"
1694394,2H,4418,3276,15,9,6,0,0,0,3,0,3,0,0,0,7,5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,18,Defender,AdilRami,"Switzerland - France, 0 - 0"
1694426,2H,6697,50102,23,19,4,1,0,0,2,0,2,2,0,2,3,1,1,1,1,0,0,0,2,0,1,1,0,1,0,0,0,0,1,0,24,Defender,Fabian LukasSch\u00e4r,"Switzerland - Poland, 1 - 1 (P)"
1694433,2H,2413,8717,15,13,2,1,1,1,0,0,0,6,4,2,6,1,3,4,1,1,1,0,0,0,1,3,2,1,0,0,0,0,0,0,20,Forward,HarryKane,"England - Iceland, 1 - 2"
1694434,2H,13869,14804,26,23,3,2,0,0,2,1,1,1,0,1,17,8,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,28,Midfielder,JakubB\u0142aszczykowski,"Poland - Portugal, 1 - 1 (P)"
1694390,2H,4418,25437,31,26,5,0,0,0,0,0,0,1,1,0,13,5,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,35,Midfielder,BlaiseMatuidi,"France - Romania, 2 - 1"
1694413,1H,11555,82644,34,31,3,0,0,0,6,4,2,6,3,3,11,5,4,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,35,Midfielder,DavidPavelka,"Czech Republic - Turkey, 0 - 2"
1694419,1H,7047,14908,9,7,2,0,0,0,0,0,0,7,2,5,11,4,5,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,11,Forward,MarcusBerg,"Sweden - Belgium, 0 - 1"
1694428,E2,9905,3322,7,7,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,7,Forward,Cristiano Ronaldodos Santos Aveiro,"Croatia - Portugal, 0 - 1 (E)"
1694428,2H,9598,14812,20,12,8,1,0,0,0,0,0,4,2,2,8,2,2,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0,21,Midfielder,IvanPeri\u0161i\u0107,"Croatia - Portugal, 0 - 1 (E)"
1694393,2H,8731,49981,11,11,0,0,0,0,0,0,0,0,0,0,6,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,MidfielderSubstitute,Taulant RagipXhaka,"France - Albania, 2 - 0"
1694435,2H,5629,70123,28,27,1,0,0,0,0,0,0,3,2,1,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,30,Midfielder,Axel Witsel,"Wales - Belgium, 3 - 1"
1694419,2H,5629,20879,16,13,3,0,0,0,2,1,1,3,2,1,1,1,0,1,0,0,0,0,4,0,0,2,1,1,1,0,0,0,0,0,16,Midfielder,RadjaNainggolan,"Sweden - Belgium, 0 - 1"
1694429,1H,8274,8242,11,6,5,0,0,0,2,1,1,7,5,2,8,4,2,1,0,0,0,0,4,0,3,1,0,1,0,0,0,0,0,0,16,Defender,ShaneDuffy,"France - Republic of Ireland, 2 - 1"
1694440,2H,4418,25437,32,28,4,0,0,0,0,0,0,2,2,0,5,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,Midfielder,BlaiseMatuidi,"Portugal - France, 1 - 0 (E)"
1694397,1H,14358,101856,14,13,1,0,0,0,0,0,0,0,0,0,8,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,Midfielder,OlegShatov,"England - Russia, 1 - 1"
1694409,2H,11555,82359,2,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ForwardSubstitute,Josef\u0160ural,"Spain - Czech Republic, 1 - 0"
1694431,1H,5629,20879,25,23,2,0,0,0,0,0,0,0,0,0,7,4,2,1,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,26,Midfielder,RadjaNainggolan,"Hungary - Belgium, 0 - 4"
1694394,1H,4418,25381,6,6,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Goalkeeper,HugoLloris,"Switzerland - France, 0 - 0"
1694406,2H,14622,14729,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,MidfielderSubstitute,AnatoliyTymoshchuk,"Ukraine - Poland, 0 - 1"
1694434,P,13869,21097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Defender,KamilGlik,"Poland - Portugal, 1 - 1 (P)"
1694405,1H,3148,14855,18,12,6,3,1,1,1,0,1,0,0,0,5,2,2,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,22,Defender,BenediktH\u00f6wedes,"Germany - Poland, 0 - 0"
1694406,2H,13869,99381,12,8,4,0,0,0,0,0,0,3,1,2,10,4,3,4,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,16,Defender,ArturJ\u0119drzejczyk,"Ukraine - Poland, 0 - 1"
1694420,1H,9109,14696,17,12,5,1,0,0,0,0,0,0,0,0,17,6,9,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,19,Midfielder,ZlatkoJunuzovi\u0107,"Austria - Hungary, 0 - 2"
1694430,2H,14496,138408,18,17,1,0,0,0,0,0,0,0,0,0,11,7,4,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,Defender,Milan\u0160kriniar,"Germany - Slovakia, 3 - 0"
1694396,1H,14496,3813,15,13,2,1,0,0,0,0,0,0,0,0,14,8,4,2,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,17,Forward,Vladim\u00edrWeiss,"Wales - Slovakia, 2 - 1"
1694410,2H,9598,69968,15,12,3,1,1,1,1,0,1,0,0,0,7,2,3,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,1,0,18,Midfielder,MarceloBrozovi\u0107,"Czech Republic - Croatia, 2 - 2"
1694426,P,13869,7847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,\u0141ukaszFabia\u0144ski,"Switzerland - Poland, 1 - 1 (P)"
1694409,2H,1598,7910,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,Goalkeeper,Davidde Gea Quintana,"Spain - Czech Republic, 1 - 0"
1694405,2H,13869,14804,12,9,3,0,0,0,3,1,2,0,0,0,9,3,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,14,Midfielder,JakubB\u0142aszczykowski,"Germany - Poland, 0 - 0"
1694429,1H,4418,25714,22,17,5,0,0,0,2,2,0,1,0,1,11,5,3,7,0,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,24,Midfielder,Dimitri Payet,"France - Republic of Ireland, 2 - 1"
1694427,1H,10682,77548,23,20,3,0,0,0,0,0,0,5,1,4,11,1,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,Midfielder,JoeAllen,"Wales - Northern Ireland, 1 - 0"
1694424,1H,10451,76201,12,10,2,1,0,0,1,1,0,0,0,0,4,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Defender,\u00c1d\u00e1mLang,"Hungary - Portugal, 3 - 3"
1694440,E2,9905,70134,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Goalkeeper,Rui Pedrodos Santos Patr\u00edcio,"Portugal - France, 1 - 0 (E)"
1694436,P,3148,14795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Defender,Mats Hummels,"Germany - Italy, 1 - 1 (P)"
1694410,1H,11555,82518,29,25,4,1,0,0,1,1,0,1,1,0,7,3,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,33,Midfielder,Vladim\u00edrDarida,"Czech Republic - Croatia, 2 - 2"
1694411,1H,1598,3353,40,39,1,0,0,0,4,4,0,0,0,0,9,7,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,41,Midfielder,Andr\u00e9sIniesta Luj\u00e1n,"Spain - Turkey, 3 - 0"
1694439,1H,3148,3319,43,39,4,3,0,0,1,1,0,0,0,0,13,7,3,3,1,2,1,1,1,0,0,1,0,1,0,0,0,0,1,0,43,Midfielder,Mesut\u00d6zil,"Germany - France, 0 - 2"
1694400,1H,14496,101616,32,26,6,0,0,0,5,1,4,2,1,1,3,1,1,1,1,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,38,Defender,J\u00e1n\u010eurica,"Slovakia - England, 0 - 0"
1694397,1H,2413,8292,38,32,6,3,0,0,2,1,1,1,1,0,10,3,2,5,1,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,40,Defender,DannyRose,"England - Russia, 1 - 1"
1694400,2H,2413,7922,30,27,3,0,0,0,1,1,0,4,2,2,2,2,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,30,Defender,ChrisSmalling,"Slovakia - England, 0 - 0"
1694413,2H,11555,21351,18,16,2,1,1,1,0,0,0,4,1,3,3,1,2,3,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,21,Defender,DanielPudil,"Czech Republic - Turkey, 0 - 2"
1694427,1H,10682,77546,26,22,4,0,0,0,4,1,3,3,2,1,6,2,1,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,27,Defender,AshleyWilliams,"Wales - Northern Ireland, 1 - 0"
1694403,1H,3148,3318,39,34,5,0,0,0,3,0,3,0,0,0,3,1,1,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,42,Midfielder,SamiKhedira,"Germany - Ukraine, 2 - 0"
1694435,2H,10682,9127,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,3,0,3,1,1,0,1,0,0,0,0,0,3,ForwardSubstitute,SamVokes,"Wales - Belgium, 3 - 1"
1694404,1H,10962,9403,15,11,4,0,0,0,6,2,4,2,2,0,4,1,1,0,1,0,0,0,3,0,2,1,0,1,0,0,0,0,0,0,17,Defender,CraigCathcart,"Ukraine - Northern Ireland, 0 - 2"
1694432,2H,3757,20468,10,7,3,0,0,0,0,0,0,0,0,0,11,3,6,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,Midfielder,EmanueleGiaccherini,"Italy - Spain, 2 - 0"
1694430,1H,14496,82528,8,7,1,0,0,0,0,0,0,2,1,1,9,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,Forward,Michal\u010euri\u0161,"Germany - Slovakia, 3 - 0"
1694417,1H,8274,9623,7,5,2,0,0,0,1,1,0,1,1,0,7,0,5,3,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,10,Midfielder,RobbieBrady,"Belgium - Republic of Ireland, 3 - 0"
1694391,2H,8731,93608,16,15,1,1,0,0,1,1,0,0,0,0,8,3,4,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,17,MidfielderSubstitute,ErgysKa\u00e7e,"Albania - Switzerland, 0 - 1"
1694425,2H,7839,57347,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,DefenderSubstitute,Sverrir IngiIngason,"Iceland - Austria, 2 - 1"
1694428,1H,9905,3322,13,13,0,0,0,0,0,0,0,3,2,1,7,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Forward,Cristiano Ronaldodos Santos Aveiro,"Croatia - Portugal, 0 - 1 (E)"
1694408,2H,4687,3448,8,8,0,0,0,0,0,0,0,1,0,1,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Midfielder,ArdaTuran,"Turkey - Croatia, 0 - 1"
1694411,2H,1598,3447,17,14,3,2,1,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,Defender,Juan FranciscoTorres Bel\u00e9n,"Spain - Turkey, 3 - 0"
1694394,1H,6697,105619,21,17,4,0,0,0,0,0,0,2,0,2,13,4,5,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,23,Forward,AdmirMehmedi,"Switzerland - France, 0 - 0"
1694392,2H,6697,105619,23,20,3,1,1,1,2,1,1,0,0,0,11,5,5,2,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,24,Forward,AdmirMehmedi,"Romania - Switzerland, 1 - 1"
1694424,1H,10451,37724,9,6,3,0,0,0,1,1,0,4,3,1,3,1,2,0,3,0,0,0,5,0,4,0,0,0,0,0,0,0,1,0,13,Defender,RolandJuh\u00e1sz,"Hungary - Portugal, 3 - 3"
1694408,2H,4687,281255,8,4,4,1,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,ForwardSubstitute,EmreMor,"Turkey - Croatia, 0 - 1"
1694393,1H,4418,25381,6,6,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Goalkeeper,HugoLloris,"France - Albania, 2 - 0"
1694422,2H,10451,101690,25,16,9,5,2,2,1,1,0,0,0,0,8,6,2,5,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,27,Midfielder,Bal\u00e1zsDzsudzs\u00e1k,"Iceland - Hungary, 1 - 1"
1694424,1H,9905,70093,23,21,2,1,0,0,3,3,0,0,0,0,3,0,1,11,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,23,Midfielder,Jo\u00e3o FilipeIria Santos Moutinho,"Hungary - Portugal, 3 - 3"
1694411,1H,4687,15524,19,15,4,0,0,0,1,0,1,1,1,0,10,4,4,1,1,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,22,Midfielder,Hakan\u00c7alhano\u011flu,"Spain - Turkey, 3 - 0"
1694413,1H,11555,82266,11,8,3,4,3,3,1,0,1,1,1,0,3,0,2,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,13,Forward,LadislavKrej\u010d\u00ed,"Czech Republic - Turkey, 0 - 2"
1694426,E2,13869,14798,1,1,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,Defender,\u0141ukaszPiszczek,"Switzerland - Poland, 1 - 1 (P)"
1694430,1H,3148,14716,49,45,4,1,1,1,13,9,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,49,Defender,J\u00e9r\u00f4meBoateng,"Germany - Slovakia, 3 - 0"
1694430,2H,14496,101616,25,22,3,0,0,0,1,1,0,1,1,0,6,3,1,3,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,30,Defender,J\u00e1n\u010eurica,"Germany - Slovakia, 3 - 0"
1694440,E2,4418,7855,5,4,1,1,0,0,1,1,0,4,3,1,4,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,Defender,LaurentKoscielny,"Portugal - France, 1 - 0 (E)"
1694405,1H,3148,14862,25,20,5,2,1,1,1,0,1,2,2,0,9,5,3,1,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,25,Midfielder,JulianDraxler,"Germany - Poland, 0 - 0"
1694408,1H,4687,3448,22,20,2,0,0,0,1,1,0,3,2,1,19,8,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,Midfielder,ArdaTuran,"Turkey - Croatia, 0 - 1"
1694393,1H,8731,15449,20,18,2,0,0,0,2,0,2,2,0,2,3,2,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,22,Defender,M\u00ebrgimMavraj,"France - Albania, 2 - 0"
1694434,E2,13869,99462,10,7,3,0,0,0,0,0,0,2,2,0,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,12,MidfielderSubstitute,TomaszJod\u0142owiec,"Poland - Portugal, 1 - 1 (P)"
1694426,E2,6697,49855,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Goalkeeper,YannSommer,"Switzerland - Poland, 1 - 1 (P)"
