matchId,matchPeriod,teamId,playerId,Passes,Successful_passes,Unsuccessful_passes,Crosses,Successful_crosses,Unsuccessful_crosses,Long_passes,Long_passes_won,Long_passes_lost,Aerial,Aerial_won,Aerial_lost,Ground_duels,Ground_duels_won,Ground_duels_lost,Free_kicks,Fouls,Corners,Corners_successful,Corners_unsuccessful,Interceptions,Saves,Clearances,Shots,Shots_on_target,Shots_off_target,Goals,Goals_from_set_play,Goals_from_penalty,Own_goals,Yellow_card,Red_card,Total_touches,PlayerType
1694436,E1,3757,20395,8,8,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,Defender
1694426,P,13869,14817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Forward
1694419,2H,7047,20876,22,17,5,1,1,0,3,1,2,1,1,0,5,1,3,1,1,0,0,0,3,0,2,1,1,0,0,0,0,0,0,0,24,Midfielder
1694424,2H,9905,258162,33,30,3,0,0,0,1,0,1,0,0,0,9,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,MidfielderSubstitute
1694416,1H,7047,51343,40,39,1,0,0,0,2,2,0,2,1,1,3,2,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,44,Defender
1694391,2H,8731,50318,10,10,0,0,0,0,0,0,0,1,0,1,11,3,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,Defender
1694434,E1,13869,99438,12,11,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,Defender
1694402,1H,10962,62001,1,0,1,0,0,0,0,0,0,8,4,4,7,1,5,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,Forward
1694440,2H,9905,70389,21,17,4,3,2,1,4,2,2,0,0,0,13,3,9,6,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,23,Defender
1694421,1H,9905,3305,44,39,5,0,0,0,3,2,1,5,5,0,3,1,2,1,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,47,Defender
1694417,1H,5629,134769,19,16,3,2,0,2,0,0,0,2,0,2,5,3,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,23,Forward
1694424,2H,10451,3725,18,17,1,0,0,0,1,1,0,0,0,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,Midfielder
1694434,E1,9905,37762,6,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Midfielder
1694391,2H,6697,20591,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,MidfielderSubstitute
1694406,2H,14622,105341,32,26,6,1,0,1,4,2,2,2,2,0,9,2,6,0,4,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,37,Midfielder
1694404,2H,14622,105518,32,24,8,4,2,2,1,1,0,4,3,1,6,4,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,Defender
1694431,1H,5629,7905,16,14,2,0,0,0,1,1,0,5,4,1,7,3,2,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,17,Forward
1694402,2H,10962,7979,3,1,2,0,0,0,1,0,1,0,0,0,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,Midfielder
1694415,1H,3757,21095,18,15,3,0,0,0,0,0,0,2,1,1,4,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,Defender
1694440,E1,4418,25397,16,15,1,0,0,0,0,0,0,1,0,1,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Defender
1694414,1H,7047,8529,16,14,2,2,1,1,1,1,0,1,1,0,8,3,1,2,1,1,1,0,5,0,2,0,0,0,0,0,0,0,0,0,21,Midfielder
1694419,2H,7047,21275,15,10,5,0,0,0,3,1,2,9,5,4,9,5,4,1,1,0,0,0,6,0,3,1,1,0,0,0,0,0,0,0,20,Defender
1694397,2H,2413,7944,18,12,6,1,0,1,3,1,2,1,0,1,6,1,2,1,1,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,19,Forward
1694429,1H,8274,8530,6,6,0,1,1,0,0,0,0,0,0,0,11,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Midfielder
1694436,E1,3148,3319,6,6,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Midfielder
1694415,2H,5629,70123,27,26,1,0,0,0,0,0,0,4,3,1,4,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,29,Midfielder
1694437,2H,7839,92982,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,ForwardSubstitute
1694395,1H,11944,83574,10,10,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,Goalkeeper
1694409,1H,1598,3306,54,52,2,0,0,0,2,2,0,4,3,1,2,1,1,1,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,54,Defender
1694424,1H,9905,14940,25,15,10,4,2,2,4,2,2,2,1,1,7,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,Midfielder
1694397,1H,14358,101669,12,7,5,1,0,1,0,0,0,10,7,3,22,10,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15,Forward
1694416,1H,7047,20420,18,12,6,0,0,0,1,1,0,3,1,2,12,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Forward
1694431,1H,10451,299557,28,27,1,1,0,1,0,0,0,0,0,0,9,2,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,Midfielder
1694405,2H,13869,14817,12,9,3,0,0,0,0,0,0,5,1,4,18,5,8,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,17,Forward
1694428,2H,9905,70134,12,12,0,0,0,0,1,1,0,1,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Goalkeeper
1694402,2H,13869,15282,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MidfielderSubstitute
1694413,2H,4687,32572,9,7,2,0,0,0,0,0,0,6,3,3,10,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Forward
1694416,2H,7047,25408,16,15,1,0,0,0,7,6,1,3,3,0,6,3,2,5,1,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,21,Midfielder
1694404,1H,10962,8773,16,14,2,1,1,0,0,0,0,0,0,0,7,2,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,19,Midfielder
1694419,2H,5629,38021,19,15,4,2,1,1,1,0,1,1,0,1,6,2,4,8,1,7,5,2,3,0,1,3,1,2,0,0,0,0,0,0,20,Midfielder
1694419,1H,5629,38021,18,13,5,4,1,3,1,1,0,3,0,3,9,7,2,7,1,5,3,2,0,0,0,1,1,0,0,0,0,0,0,0,19,Midfielder
1694432,1H,3757,22566,23,14,9,4,1,3,4,2,2,1,0,1,3,3,0,5,0,3,2,1,2,0,2,0,0,0,0,0,0,0,0,0,27,Midfielder
1694403,2H,14622,105622,18,14,4,2,0,2,0,0,0,1,1,0,13,6,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19,Forward
1694416,2H,7047,51343,19,16,3,0,0,0,0,0,0,3,1,2,2,0,2,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,21,Defender
1694423,1H,9109,14760,10,8,2,0,0,0,0,0,0,1,1,0,8,4,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13,Forward
1694434,2H,9905,70134,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,Goalkeeper
1694406,2H,14622,241566,5,4,1,1,0,1,1,1,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,MidfielderSubstitute
1694430,2H,3148,14712,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,Goalkeeper
1694404,2H,10962,9620,4,3,1,0,0,0,0,0,0,2,0,2,5,2,3,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,7,Midfielder
1694399,1H,10682,136441,13,11,2,0,0,0,0,0,0,0,0,0,4,3,1,0,1,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,19,Defender
1694419,1H,5629,20879,23,19,4,1,0,1,1,0,1,0,0,0,6,2,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,24,Midfielder
1694434,2H,9905,37762,36,34,2,0,0,0,1,0,1,1,1,0,7,3,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,37,Midfielder
1694440,2H,9905,70134,19,18,1,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,20,Goalkeeper
1694415,1H,5629,7860,34,31,3,0,0,0,1,1,0,3,1,2,5,1,3,1,1,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,38,Defender
1694420,1H,10451,75131,20,13,7,1,0,1,1,0,1,1,0,1,6,2,3,6,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,Defender
1694421,2H,7839,55983,6,5,1,0,0,0,0,0,0,2,1,1,5,4,1,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,8,Defender
1694407,2H,10962,9403,2,2,0,0,0,0,0,0,0,1,1,0,4,1,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,Defender
1694436,2H,3757,21350,22,18,4,0,0,0,4,3,1,0,0,0,5,3,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,22,Midfielder
1694427,2H,10962,80019,18,10,8,4,0,4,3,1,2,0,0,0,12,5,5,6,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,22,Midfielder
1694433,2H,7839,57226,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6,Goalkeeper
1694401,2H,14358,101568,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midfielder
1694415,2H,5629,7905,6,5,1,0,0,0,0,0,0,1,0,1,5,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,Forward
1694400,1H,14496,78488,7,6,1,0,0,0,3,2,1,1,1,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,Goalkeeper
1694416,1H,3757,21350,14,14,0,0,0,0,0,0,0,0,0,0,10,4,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,Midfielder
1694399,2H,2413,13484,30,27,3,0,0,0,0,0,0,1,0,1,16,6,5,1,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,36,Midfielder
1694419,1H,5629,70123,21,19,2,0,0,0,1,1,0,5,4,1,10,3,4,1,1,0,0,0,2,0,0,2,0,2,0,0,0,0,1,0,23,Midfielder
1694423,2H,9109,14853,19,13,6,3,0,3,2,2,0,0,0,0,8,0,5,3,3,0,0,0,6,0,5,1,0,1,0,0,0,0,1,0,26,Defender
1694400,2H,2413,8140,10,7,3,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,Midfielder
1694417,1H,8274,8346,11,9,2,1,0,1,0,0,0,1,0,1,13,7,3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,15,Midfielder
1694426,2H,13869,14817,8,7,1,1,1,0,0,0,0,2,2,0,9,3,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,8,Forward
1694410,2H,11555,82359,6,4,2,0,0,0,1,1,0,2,1,1,6,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,ForwardSubstitute
1694423,2H,9109,65254,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,DefenderSubstitute
1694406,2H,13869,269189,3,2,1,0,0,0,0,0,0,1,1,0,8,1,5,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,3,Midfielder
1694438,1H,9905,7926,15,14,1,1,0,1,0,0,0,0,0,0,11,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Midfielder
1694434,E1,13869,14817,4,2,2,2,1,1,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Forward
1694438,1H,9905,70389,23,19,4,4,1,3,2,2,0,1,1,0,4,3,1,2,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,25,Defender
1694411,2H,1598,3541,37,35,2,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,37,MidfielderSubstitute
1694426,E1,6697,49855,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Goalkeeper
1694433,1H,2413,7944,40,37,3,1,1,0,4,3,1,2,0,2,8,5,2,7,0,4,3,1,0,0,0,2,0,2,0,0,1,0,0,0,40,Forward
1694404,1H,10962,7914,21,16,5,2,2,0,0,0,0,1,1,0,10,6,2,11,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,23,Defender
1694405,2H,13869,33032,8,6,2,2,2,0,1,1,0,3,2,1,9,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,Midfielder
1694407,2H,3148,3318,16,15,1,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,Midfielder
1694428,1H,9905,70403,22,22,0,0,0,0,1,1,0,4,0,4,12,5,6,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,Midfielder
1694392,2H,6697,49977,7,4,3,2,1,1,0,0,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,DefenderSubstitute
1694425,2H,7839,38084,10,9,1,0,0,0,0,0,0,1,0,1,12,4,3,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,11,Midfielder
1694440,E2,4418,7915,6,4,2,2,1,1,0,0,0,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Defender
1694418,2H,8274,8242,14,11,3,0,0,0,1,1,0,6,6,0,4,1,3,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,15,Defender
1694438,1H,9905,258162,31,24,7,3,1,2,0,0,0,0,0,0,8,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,Midfielder
1694400,2H,14496,138408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,DefenderSubstitute
1694412,2H,9598,212604,15,15,0,0,0,0,1,1,0,6,1,5,5,2,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,18,Defender
1694433,1H,2413,8292,33,30,3,1,0,1,3,1,2,1,1,0,7,4,2,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,36,Defender
1694411,1H,1598,3447,21,17,4,1,1,0,0,0,0,0,0,0,10,1,5,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,Defender
1694423,1H,9905,3307,36,35,1,0,0,0,0,0,0,4,3,1,6,3,2,1,2,0,0,0,6,0,0,2,0,2,0,0,0,0,0,0,39,Defender
1694427,1H,10962,9620,11,9,2,0,0,0,1,1,0,0,0,0,10,2,4,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,Midfielder
1694393,2H,8731,49982,13,11,2,0,0,0,0,0,0,0,0,0,7,4,2,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,16,Midfielder
1694413,1H,11555,7882,13,7,6,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,Goalkeeper
1694431,1H,10451,76201,20,18,2,0,0,0,1,1,0,1,0,1,13,4,8,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,Defender
1694420,2H,10451,102382,10,7,3,1,0,1,0,0,0,2,0,2,5,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,ForwardSubstitute
1694421,2H,7839,56183,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MidfielderSubstitute
1694408,2H,9598,135810,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ForwardSubstitute
1694438,2H,10682,77546,32,29,3,0,0,0,3,3,0,1,1,0,5,1,3,1,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0,34,Defender
1694391,2H,8731,50849,16,13,3,0,0,0,6,4,2,0,0,0,1,0,1,10,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,17,Goalkeeper
1694394,1H,4418,7855,11,6,5,0,0,0,0,0,0,1,1,0,11,8,1,0,0,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0,13,Defender
1694408,2H,9598,14812,16,10,6,4,1,3,0,0,0,0,0,0,10,7,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,18,Midfielder
1694427,2H,10682,136441,14,12,2,0,0,0,3,1,2,6,4,2,4,0,1,1,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,20,Defender
1694398,1H,14496,3813,11,6,5,1,0,1,0,0,0,0,0,0,17,5,6,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,11,Forward
1694434,1H,13869,14804,17,12,5,1,0,1,1,1,0,0,0,0,18,5,7,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,21,Midfielder
1694440,E2,9905,3305,1,1,0,0,0,0,1,1,0,3,3,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,Defender
1694403,1H,14622,105331,14,5,9,3,0,3,1,0,1,1,0,1,6,3,1,2,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,16,Defender
1694390,1H,4418,31528,42,39,3,0,0,0,2,2,0,2,0,2,10,5,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,46,Midfielder
1694426,E2,6697,282772,1,1,0,0,0,0,0,0,0,4,4,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,ForwardSubstitute
1694395,1H,8731,50318,11,8,3,2,0,2,0,0,0,3,1,2,8,4,4,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,13,Defender
1694401,1H,14358,101581,32,32,0,0,0,0,2,2,0,3,2,1,10,2,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,33,Defender
1694406,2H,14622,241564,18,12,6,0,0,0,1,1,0,2,1,1,5,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,19,Midfielder
1694417,1H,8274,8240,9,6,3,0,0,0,3,2,1,1,0,1,9,2,6,6,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,13,Defender
1694431,2H,10451,33082,18,15,3,1,0,1,0,0,0,0,0,0,5,1,3,0,2,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,19,MidfielderSubstitute
1694433,1H,7839,77558,18,10,8,1,0,1,2,0,2,0,0,0,9,3,6,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,20,Midfielder
1694436,E2,3148,18669,8,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Defender
1694393,1H,4418,7915,23,20,3,2,1,1,1,0,1,11,9,2,9,2,3,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,Defender
1694400,1H,2413,7964,36,30,6,4,0,4,3,2,1,1,0,1,4,2,2,5,1,3,3,0,2,0,0,2,0,2,0,0,0,0,0,0,37,Midfielder
1694392,1H,6697,49876,53,46,7,0,0,0,8,4,4,4,3,1,6,5,0,0,1,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,53,Midfielder
1694403,2H,14622,105320,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,11,Goalkeeper
1694438,2H,10682,8425,8,8,0,0,0,0,0,0,0,0,0,0,2,1,1,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,Goalkeeper
1694390,1H,11944,84536,19,17,2,0,0,0,5,4,1,1,0,1,2,1,0,1,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,23,Defender
1694412,1H,1598,3269,34,30,4,0,0,0,1,1,0,1,1,0,7,4,2,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,37,Defender
1694393,2H,8731,92334,24,21,3,0,0,0,4,2,2,2,1,1,6,2,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,26,Defender
1694436,P,3757,21385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ForwardSubstitute
1694433,2H,2413,11066,3,1,2,0,0,0,1,0,1,1,1,0,6,2,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,Forward
1694436,E1,3148,18669,5,5,0,0,0,0,1,1,0,0,0,0,2,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,Defender
1694425,1H,9109,65596,23,18,5,3,1,2,1,1,0,0,0,0,6,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,Midfielder
1694409,1H,11555,15094,15,13,2,0,0,0,1,0,1,1,0,1,6,2,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,17,Defender
1694405,2H,3148,14732,10,10,0,0,0,0,0,0,0,2,1,1,15,2,9,2,2,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,14,Forward
1694412,1H,9598,105332,15,14,1,2,2,0,2,1,1,1,1,0,10,7,2,6,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,17,Defender
1694414,1H,8274,8752,5,2,3,1,0,1,0,0,0,4,3,1,6,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Forward
1694412,1H,9598,14771,17,14,3,0,0,0,1,0,1,5,3,2,2,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,20,Defender
1694423,2H,9905,37762,34,31,3,0,0,0,3,1,2,3,2,1,5,2,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,Midfielder
1694414,2H,8274,8752,1,1,0,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Forward
1694434,P,13869,14817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Forward
1694411,2H,4687,3320,44,41,3,0,0,0,3,1,2,2,1,1,13,3,9,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,47,MidfielderSubstitute
1694413,1H,11555,54375,20,18,2,4,2,2,1,1,0,1,0,1,10,3,4,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,23,Midfielder
1694394,2H,4418,3276,15,9,6,0,0,0,3,0,3,0,0,0,7,5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,18,Defender
1694426,2H,6697,50102,23,19,4,1,0,1,2,0,2,2,0,2,3,1,1,1,1,0,0,0,2,0,1,1,0,1,0,0,0,0,1,0,24,Defender
1694433,2H,2413,8717,15,13,2,1,1,0,0,0,0,6,4,2,6,1,3,4,1,1,1,0,0,0,1,3,2,1,0,0,0,0,0,0,20,Forward
1694434,2H,13869,14804,26,23,3,2,0,2,2,1,1,1,0,1,17,8,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,28,Midfielder
1694390,2H,4418,25437,31,26,5,0,0,0,0,0,0,1,1,0,13,5,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,35,Midfielder
1694413,1H,11555,82644,34,31,3,0,0,0,6,4,2,6,3,3,11,5,4,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,35,Midfielder
1694419,1H,7047,14908,9,7,2,0,0,0,0,0,0,7,2,5,11,4,5,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,11,Forward
1694428,E2,9905,3322,7,7,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,7,Forward
1694428,2H,9598,14812,20,12,8,1,0,1,0,0,0,4,2,2,8,2,2,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0,21,Midfielder
1694393,2H,8731,49981,11,11,0,0,0,0,0,0,0,0,0,0,6,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,MidfielderSubstitute
1694435,2H,5629,70123,28,27,1,0,0,0,0,0,0,3,2,1,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,30,Midfielder
1694419,2H,5629,20879,16,13,3,0,0,0,2,1,1,3,2,1,1,1,0,1,0,0,0,0,4,0,0,2,1,1,1,0,0,0,0,0,16,Midfielder
1694429,1H,8274,8242,11,6,5,0,0,0,2,1,1,7,5,2,8,4,2,1,0,0,0,0,4,0,3,1,0,1,0,0,0,0,0,0,16,Defender
1694440,2H,4418,25437,32,28,4,0,0,0,0,0,0,2,2,0,5,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,Midfielder
1694397,1H,14358,101856,14,13,1,0,0,0,0,0,0,0,0,0,8,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,Midfielder
1694409,2H,11555,82359,2,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ForwardSubstitute
1694431,1H,5629,20879,25,23,2,0,0,0,0,0,0,0,0,0,7,4,2,1,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,26,Midfielder
1694394,1H,4418,25381,6,6,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Goalkeeper
1694406,2H,14622,14729,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,MidfielderSubstitute
1694434,P,13869,21097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Defender
1694405,1H,3148,14855,18,12,6,3,1,2,1,0,1,0,0,0,5,2,2,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,22,Defender
1694406,2H,13869,99381,12,8,4,0,0,0,0,0,0,3,1,2,10,4,3,4,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,16,Defender
