matchId,playerId,PlayerName
1694397,7944,WayneRooney
1694429,8530,JamesMcClean
1694436,3319,Mesut\u00d6zil
1694415,70123,Axel Witsel
1694437,92982,Ei\u00f0ur Sm\u00e1riGu\u00f0johnsen
1694395,83574,Anton CiprianT\u0103t\u0103ru\u0219anu
1694409,3306,SergioRamos Garc\u00eda
1694424,14940,Adelino Andr\u00e9 Vieira Freitas
1694397,101669,ArtemDzyuba
1694416,20420,ZlatanIbrahimovi\u0107
1694431,299557,\u00c1d\u00e1mNagy
1694405,14817,RobertLewandowski
1694428,70134,Rui Pedrodos Santos Patr\u00edcio
1694402,15282,S\u0142awomirPeszko
1694413,32572,BurakY\u0131lmaz
1694416,25408,KimK\u00e4llstr\u00f6m
1694404,8773,OliverNorwood
1694419,38021,KevinDe Bruyne
1694419,38021,KevinDe Bruyne
1694432,22566,Alessandro Florenzi
1694403,105622,AndriyYarmolenko
1694416,51343,ErikJohansson
1694423,14760,MartinHarnik
1694434,70134,Rui Pedrodos Santos Patr\u00edcio
1694406,241566,ViktorKovalenko
1694430,14712,ManuelNeuer
1694404,9620,CorryEvans
1694399,136441,BenDavies
1694419,20879,RadjaNainggolan
1694434,37762,WilliamSilva de Carvalho
1694440,70134,Rui Pedrodos Santos Patr\u00edcio
1694415,7860,ThomasVermaelen
1694420,75131,AttilaFiola
1694421,55983,RagnarSigur\u00f0sson
1694407,9403,CraigCathcart
1694436,21350,MarcoParolo
1694427,80019,StuartDallas
1694433,57226,Hannes \u00de\u00f3rHalld\u00f3rsson
1694401,101568,RomanShirokov
1694415,7905,RomeluLukaku Menama
1694416,21350,MarcoParolo
1694400,78488,Mat\u00fa\u0161Koz\u00e1\u010dik
1694399,13484,BamideleAlli
1694419,70123,Axel Witsel
1694400,8140,AdamLallana
1694417,8346,WesleyHoolahan
1694423,14853,ChristianFuchs
1694426,14817,RobertLewandowski
1694410,82359,Josef\u0160ural
1694423,65254,KevinWimmer
1694406,269189,BartoszKapustka
1694438,7926,Lu\u00eds CarlosAlmeida da Cunha
1694434,14817,RobertLewandowski
1694438,70389,C\u00e9dric RicardoAlves Soares
1694411,3541,Bruno Soriano Llido
1694433,7944,WayneRooney
1694404,7914,JonnyEvans
1694405,33032,KamilGrosicki
1694407,3318,SamiKhedira
1694392,49977,MichaelLang
1694425,38084,BirkirBjarnason
1694440,7915,PatriceEvra
1694428,70403,Adrien SebastianPerruchet Silva
1694418,8242,ShaneDuffy
1694438,258162,Renato J\u00faniorLuz Sanches
1694400,138408,Milan\u0160kriniar
1694426,49855,YannSommer
1694412,212604,TinJedvaj
1694433,8292,DannyRose
1694411,3447,Juan FranciscoTorres Bel\u00e9n
1694423,3307,Ricardo AlbertoSilveira de Carvalho
1694427,9620,CorryEvans
1694393,49982,AmirAbrashi
1694413,7882,Petr\u010cech
1694431,76201,\u00c1d\u00e1mLang
1694408,135810,MarkoPjaca
1694420,102382,Tam\u00e1s Priskin
1694421,56183,The\u00f3d\u00f3r ElmarBjarnason
1694438,77546,AshleyWilliams
1694391,50849,EtritBerisha
1694394,7855,LaurentKoscielny
1694408,14812,IvanPeri\u0161i\u0107
1694427,136441,BenDavies
1694398,3813,Vladim\u00edrWeiss
1694434,14804,JakubB\u0142aszczykowski
1694440,3305,Kl\u00e9perLaveran Lima Ferreira
1694403,105331,VyacheslavShevchuk
1694390,31528,N'GoloKant\u00e9
1694426,282772,Breel-DonaldEmbolo
1694395,50318,ErmirLenjani
1694401,101581,VasiliBerezutski
1694406,241564,OleksandrZinchenko
1694433,77558,Gylfi \u00de\u00f3rSigur\u00f0sson
1694436,18669,JonasHector
1694393,7915,PatriceEvra
1694400,7964,Jordan BrianHenderson
1694392,49876,GranitXhaka
1694403,105320,AndriyPyatov
1694417,8240,S\u00e9amusColeman
1694438,8425,Wayne Hennessey
1694390,84536,Drago\u0219Grigore
1694431,33082,\u00c1kosElek
1694412,3269,JordiAlba Ramos
1694393,92334,AnsiAgolli
1694436,21385,LorenzoInsigne
1694433,11066,Raheem ShaquilleSterling
1694436,18669,JonasHector
1694425,65596,MarcelSabitzer
1694409,15094,RomanHubn\u00edk
1694405,14732,ThomasM\u00fcller
1694412,105332,DarijoSrna
1694414,8752,Jonathan Walters
1694412,14771,Vedran\u0106orluka
1694423,37762,WilliamSilva de Carvalho
1694414,8752,Jonathan Walters
1694434,14817,RobertLewandowski
1694411,3320,Nuri\u015eahin
1694413,54375,Bo\u0159ekDo\u010dkal
1694394,3276,AdilRami
1694426,50102,Fabian LukasSch\u00e4r
